Player,Location,Opposition,OppositionTeam,NotOut,FinalScore,StartDate,PlayerID,RestDays,Innings,DateYYYYMMDD,OpponentRank,RankDateUsed,y_log_runs,OppStrength,Home,Away,OppStrengthZ,RestDaysZ,InningsZ,PlayerIndex,P_OOF,P_NF,P_HF
PW Hasaranga,Away,v Bangladesh, Bangladesh,0,18,2021-05-28,44,2,5,20210528,7,20210528,2.9444389791664403,-7.0,0,1,-0.034355772528196146,-0.37900666717981946,-1.011607908321539,16,0.24105348335999996,0.4406407347,0.31830578210432003
PW Hasaranga,Away,v England, England,0,54,2021-06-29,44,31,6,20210629,4,20210629,4.007333185232471,-4.0,0,1,0.721067037532964,-0.03714378870064831,-0.955963221151813,16,0.061741798661000005,0.307831354824,0.6304268464000001
PW Hasaranga,Away,v England, England,0,26,2021-07-01,44,1,7,20210701,3,20210701,3.295836866004329,-3.0,0,1,0.972874640886684,-0.3907950422997909,-0.9003185339820867,16,0.10497757985499998,0.35339722774000004,0.541625192833
PW Hasaranga,Away,v England, England,0,20,2021-07-04,44,2,8,20210704,3,20210704,3.044522437723423,-3.0,0,1,0.972874640886684,-0.37900666717981946,-0.8446738468123606,16,0.13921341287000003,0.41821927698000005,0.4425673105163
PW Hasaranga,Home,v India, India,0,8,2021-07-18,44,13,9,20210718,4,20210718,2.1972245773362196,-4.0,1,0,0.721067037532964,-0.24933454086013387,-0.7890291596426343,16,0.6027113135,0.33061574011,0.06667294683626976
PW Hasaranga,Home,v India, India,0,8,2021-07-20,44,1,10,20210720,4,20210720,2.1972245773362196,-4.0,1,0,0.721067037532964,-0.3907950422997909,-0.7333844724729082,16,0.6453158753999999,0.30071274044999996,0.05397138452944958
PW Hasaranga,Home,v South Africa, South Africa,0,3,2021-09-02,44,43,11,20210902,5,20210902,1.3862943611198906,-5.0,1,0,0.46925943417924393,0.10431671273900874,-0.677739785303182,16,0.9174852393,0.0770748590219,0.005439901630528401
PW Hasaranga,Home,v South Africa, South Africa,0,3,2021-09-04,44,1,12,20210904,5,20210904,1.3862943611198906,-5.0,1,0,0.46925943417924393,-0.3907950422997909,-0.6220950981334558,16,0.9535165433,0.0419825830474,0.004500873796218929
PW Hasaranga,Home,v South Africa, South Africa,0,6,2021-09-07,44,2,13,20210907,5,20210907,1.9459101490553132,-5.0,1,0,0.46925943417924393,-0.37900666717981946,-0.5664504109637296,16,0.8752212720000001,0.10101970621800001,0.023759021572916778
PW Hasaranga,Home,v Australia, Australia,0,37,2022-06-14,44,279,14,20220614,3,20220614,3.6375861597263857,-3.0,1,0,0.972874640886684,2.886373241052264,-0.5108057237940034,16,0.12025854309600001,0.257518825138,0.6222226325658
PW Hasaranga,Home,v Australia, Australia,1,21,2022-06-21,44,6,15,20220621,5,20220621,3.091042453358316,-5.0,1,0,0.46925943417924393,-0.3318531666999338,-0.4551610366242772,16,0.117765915179,0.29909694984999996,0.5831371357399999
PW Hasaranga,Home,v Afghanistan, Afghanistan,0,66,2022-11-25,44,156,16,20221125,9,20221125,4.204692619390966,-9.0,1,0,-0.5379709792356362,1.4364031012957792,-0.399516349454551,16,0.068355780923,0.26228778959,0.6693564293500001
PW Hasaranga,Home,v Afghanistan, Afghanistan,0,2,2022-11-30,44,4,17,20221130,9,20221130,1.0986122886681096,-9.0,1,0,-0.5379709792356362,-0.35542991693987663,-0.3438716622848248,16,0.9676093293000001,0.029936302011610003,0.0024543687815122856
PW Hasaranga,Away,v India, India,0,16,2023-01-10,44,40,18,20230110,5,20230110,2.833213344056216,-5.0,0,1,0.46925943417924393,0.06895158737909447,-0.2882269751150986,16,0.32986379099,0.31839602284000007,0.351740185826851
PW Hasaranga,Away,v India, India,0,21,2023-01-12,44,1,19,20230112,4,20230112,3.091042453358316,-4.0,0,1,0.721067037532964,-0.3907950422997909,-0.23258228794537242,16,0.17269452001999996,0.40355579377000006,0.4237496858321901
PW Hasaranga,Away,v India, India,0,1,2023-01-15,44,2,20,20230115,4,20230115,0.6931471805599453,-4.0,0,1,0.721067037532964,-0.37900666717981946,-0.17693760077564624,16,0.9600809569000001,0.037621129613589994,0.00229791328382248
PW Hasaranga,Away,v New Zealand, New Zealand,0,2,2023-03-25,44,68,21,20230325,3,20230325,1.0986122886681096,-3.0,0,1,0.972874640886684,0.3990260907382942,-0.12129291360592004,16,0.9565672934999998,0.037790511583500004,0.005642194788282292
PW Hasaranga,Away,v New Zealand, New Zealand,0,0,2023-03-31,44,5,22,20230331,2,20230331,0.0,-2.0,0,1,1.224682244240404,-0.3436415418199052,-0.06564822643619385,16,0.9932848839999999,0.006303633873813399,0.00041148205190434455
PW Hasaranga,Home,v Afghanistan, Afghanistan,1,29,2023-06-04,44,64,23,20230604,8,20230604,3.4011973816621555,-8.0,1,0,-0.2861633758819162,0.35187259025840856,-0.010003539266467654,16,0.1392257337,0.2226030829,0.63817118334
PW Hasaranga,Neutral,v U.A.E., United Arab Emirates,1,23,2023-06-19,44,14,24,20230619,19,20230619,3.1780538303479458,-19.0,0,0,-3.056047012772837,-0.23754616574016243,0.04564114790325854,16,0.16029802832999998,0.29925222005999996,0.5404497509999999
PW Hasaranga,Neutral,v Ireland, Ireland,0,4,2023-06-25,44,5,25,20230625,13,20230625,1.6094379124341003,-13.0,0,0,-1.5452013926505164,-0.3436415418199052,0.10128583507298473,16,0.9356897100000002,0.0580040108388,0.006306279593921372
PW Hasaranga,Neutral,v Scotland, Scotland,0,15,2023-06-27,44,1,26,20230627,12,20230627,2.772588722239781,-12.0,0,0,-1.2933937892967964,-0.3907950422997909,0.15693052224271092,16,0.6211260483,0.25487270338,0.1240012484915731
