Player,Location,Opposition,OppositionTeam,NotOut,FinalScore,StartDate,PlayerID,RestDays,Innings,DateYYYYMMDD,OpponentRank,RankDateUsed,y_log_runs,OppStrength,Home,Away,OppStrengthZ,RestDaysZ,InningsZ,PlayerIndex,P_OOF,P_NF,P_HF,prob_sum,most_likely_state
P Nissanka,Away,v West Indies, West Indies,0,24,2021-03-14,38,1,2,20210314,9,20210314,3.218875824868201,-9.0,0,1,-0.5379709792356362,-0.3907950422997909,-1.1785419698307178,13,0.1080397341163175,0.64721111347075,0.2447491523892147,0.9999999999762822,NF
P Nissanka,Away,v Bangladesh, Bangladesh,0,8,2021-05-23,38,69,3,20210523,7,20210523,2.19722457733622,-7.0,0,1,-0.0343557725281961,0.4108144658582656,-1.1228972826609915,13,0.4115066004850999,0.5112259478602,0.0772674517005882,1.0000000000458882,NF
P Nissanka,Away,v Bangladesh, Bangladesh,0,20,2021-05-25,38,1,4,20210525,7,20210525,3.044522437723423,-7.0,0,1,-0.0343557725281961,-0.3907950422997909,-1.0672525954912653,13,0.1646450410113474,0.594434231599,0.2409207273058855,0.9999999999162329,NF
P Nissanka,Away,v Bangladesh, Bangladesh,0,0,2021-05-28,38,2,5,20210528,7,20210528,0.0,-7.0,0,1,-0.0343557725281961,-0.3790066671798194,-1.011607908321539,13,0.97554885002,0.0234273672556698,0.001023782639486,0.9999999999151559,OOF
P Nissanka,Away,v England, England,0,5,2021-06-29,38,31,6,20210629,4,20210629,1.791759469228055,-4.0,0,1,0.721067037532964,-0.0371437887006483,-0.955963221151813,13,0.8127375893905,0.1493547983587499,0.0379076122292487,0.9999999999784985,OOF
P Nissanka,Away,v England, England,0,5,2021-07-01,38,1,7,20210701,3,20210701,1.791759469228055,-3.0,0,1,0.972874640886684,-0.3907950422997909,-0.9003185339820867,13,0.77100351137425,0.18864362246737,0.0403528663033286,1.0000000001449487,OOF
P Nissanka,Away,v England, England,0,6,2021-07-04,38,2,8,20210704,3,20210704,1.9459101490553128,-3.0,0,1,0.972874640886684,-0.3790066671798194,-0.8446738468123606,13,0.69156095670175,0.25188311774425,0.0565559255711175,1.0000000000171174,OOF
P Nissanka,Home,v Zimbabwe, Zimbabwe,0,75,2022-01-16,38,195,9,20220116,14,20220116,4.330733340286331,-14.0,1,0,-1.7970089960042364,1.8961497309746649,-0.7890291596426343,13,0.0909948347573762,0.341916067546775,0.567089097730681,1.0000000000348321,HF
P Nissanka,Home,v Zimbabwe, Zimbabwe,0,16,2022-01-18,38,1,10,20220118,14,20220118,2.833213344056216,-14.0,1,0,-1.7970089960042364,-0.3907950422997909,-0.7333844724729082,13,0.5436249876995001,0.3633666700197,0.0930083424049422,1.0000000001241423,OOF
P Nissanka,Home,v Zimbabwe, Zimbabwe,0,55,2022-01-21,38,2,11,20220121,14,20220121,4.02535169073515,-14.0,1,0,-1.7970089960042364,-0.3790066671798194,-0.677739785303182,13,0.1201990885839322,0.451846469522225,0.427954441867835,0.9999999999739921,NF
P Nissanka,Home,v Australia, Australia,0,56,2022-06-14,38,143,12,20220614,3,20220614,4.04305126783455,-3.0,1,0,0.972874640886684,1.2831542247361507,-0.6220950981334558,13,0.0613005448393117,0.3643510355311675,0.5743484196557527,1.000000000026232,HF
P Nissanka,Home,v Australia, Australia,0,14,2022-06-16,38,1,13,20220616,4,20220616,2.70805020110221,-4.0,1,0,0.721067037532964,-0.3907950422997909,-0.5664504109637296,13,0.3966448948327999,0.45449555645175,0.1488595486400397,0.9999999999245897,NF
P Nissanka,Home,v Australia, Australia,0,137,2022-06-19,38,2,14,20220619,5,20220619,4.927253685157205,-5.0,1,0,0.4692594341792439,-0.3790066671798194,-0.5108057237940034,13,0.0665720661424637,0.349733753505368,0.583694180320571,0.9999999999684026,HF
